Site_TA,Site_transect,Transect_Point_m,Date,Time,Littorine_snails,Nucella_snails,Limpets,Other,Comments,Species_1_(Count)_Species_2_(Count),SUM_Worm,SUM_Insects,SUM_Fly,SUM_Beetle,SUM_Crab,SUM_Shore_Crab,SUM_Hermit_Crab,SUM_Amphipod,SUM_Anemones,SUM_Isopod,SUM_Snail,SUM_Fish,SUM_Sea_Star,SUM_Shrimp,SUM_Bivalve,SUM_Oyster,Lined_chiton,Mussels,Barnacles,Rockweed,Sea_Lettuce,Pacific_Blue_Mussel,Bryozoan,Blackpine_seaweed,SUM_Arthropod
2,TA-2-7,23,2022-06-01,15:07:00,0,0,0,0,"Sea lettuce, Rockweed, Unidentified green algae (stringy), Acorn barnacles. Area is on raised rock which explains dessication of barnacles and algae. ",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-1,21,2022-06-02,13:55:00,36,0,7,0,,"Rockweed, Sea lettuce, Pacific blue mussel ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
3,TA-3-1,22,2022-06-02,14:20:00,38,0,15,1,Rockweed,Isopod,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-3,4,2022-06-02,15:03:00,41,1,27,0,"Sea lettuce, Filamentous red seaweed, Rockweed",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-3,22,2022-06-02,15:26:00,16,0,9,2,,"Red mites (4-6), Isopods (several)",0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,7,2022-06-24,09:56:00,39,0,24,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,28,2022-06-24,10:13:00,28,0,9,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-7,12,2022-06-24,10:54:00,18,0,31,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-7,18,2022-06-24,10:40:00,85,0,17,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,3,2022-05-20,16:07:00,0,0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,8,2022-05-20,16:33:00,12,0,11,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,5,2022-05-20,17:14:00,27,0,9,1,,Crab (1),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,22,2022-05-20,17:01:00,32,0,6,0,,,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-5,9,2022-05-20,17:35:00,200,0,5,3,,"Amphipods (2), Shorecrab (1)",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-5,13,2022-05-20,17:50:00,60,0,0,4,,Amphipods (4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-7,8,2022-05-20,15:58:00,11,0,24,2,,"Ochre sea star, kelp encrusting bryozoan",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,TA-4-7,23,2022-05-20,16:39:00,500,0,15,4,,"Mussels, Littleneck clam (1), Rockweed, Blackpine seaweed (?)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
5,TA-5-1,11,2022-05-19,14:14:00,184,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-1,8,2022-05-19,14:26:00,8,0,45,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-3,15,2022-05-19,15:06:00,0,0,8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-3,0,2022-05-19,15:21:00,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-5,28,2022-05-19,14:41:00,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-5,17,2022-05-19,15:43:00,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-7,4,2022-05-19,15:51:00,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-7,0,2022-05-19,14:50:00,0,0,4,2,,Isopods,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-1,18,2022-05-17,13:05:00,0,0,4,0,"Sea lettuce (ulva), Acorn barnacles",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-1,3,2022-05-17,13:38:00,0,0,0,1,"Lined chiton found on rock (Tonicella lineata), Majority of quadrat is covered in seaweed, mostly Bull kelp (Nereocystis luetkeana)",Lined chiton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,TA-6-4,7,2022-05-17,13:05:00,107,0,3,3,,Crabs (3),0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-4,6,2022-05-17,13:25:00,142,0,6,1,,Crab (1),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,12,2022-05-17,14:00:00,12,0,0,1,,Crab (1),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,9,2022-05-17,14:15:00,1,0,4,2,,"Isopod (1), Crab (1)",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-8,20,2022-05-17,15:27:00,286,0,24,0,"Rockweed is very abundant, Lots of checkered periwinkles, Blue mussels, Big size variance in limpets",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-8,8,2022-05-17,15:06:00,0,0,6,3,,"Leather star (1), Yellow shore crab (1), Unidentified shore crab (1)",0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-3,11,2023-05-24,14:09:00,0,0,0,2,,"mussels (1), barnacles (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6,TA-6-3,17,2023-05-24,14:17:00,11,0,9,9,,"shore crab(6), mussels (1), clam (1), barnacles (1)",0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6,TA-6-5,13,2023-05-24,14:14:00,0,0,0,6,99% algae (ulva),"tiny flying insects (~5), purple ribbon worm(1)",1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,9,2023-05-24,14:18:00,0,0,0,2,"crab molts, 99% algae (ulva)","terrestrial insect larvae (2),  tiny insects",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-7,3,2023-05-24,15:25:00,32,0,3,3,,"barnacles (2) - 2 species?, mussels (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6,TA-6-7,5,2023-05-24,15:38:00,18,0,13,2,,"barnacles (2 species), mussels",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6,TA-6-8,5,2023-05-24,15:47:00,0,0,10,0,lots of isopods in the vicinity,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-8,12,2023-05-24,,43,0,21,1,,crab (1),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-3,10,2023-06-01,10:14:00,0,0,0,1,,green shore crab (1),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-3,20,2023-06-01,10:02:00,0,0,3,9,,"crabs (7), amphipod (1), isopod(1)",0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-5,8,2023-06-01,11:08:00,0,0,0,0,no mobile life found,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-5,6,2023-06-01,11:20:00,0,0,0,1,,green shore crab (1),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-7,5,2023-06-01,10:03:00,1,0,23,24,,"hermit crabs (2), shore crabs (6), rockweed isopod (1), mud nemertean (8), unidentified worm (1), amphipod (1), pink worm (5)",8,0,0,0,8,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-7,10,2023-06-01,10:42:00,3,0,56,40,,"isopod (11), pink worm (7), mud nemertean (3), shore crab (16), arthropod (3)",3,0,0,0,16,16,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,TA-5-8,11,2023-06-01,11:37:00,4,0,6,14,,"hermit crab (2), shore crab (7), amphipod (1), polychaete (1), rockweed isopod (2), antropod (1)",1,1,0,0,9,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,TA-5-8,12,2023-06-01,11:53:00,8,0,4,10,,"amphipod (1), shore crabs (8), spider (1)",0,1,0,0,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,13,2023-06-02,11:19:00,16,0,30,0,"ulva spp., giant acorn barnacle (balanus nubilus), balanus glandula, fucus distichus, blue mussels, lattia persona",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,23,2023-06-02,12:02:00,2,0,3,0,"ulva spp., fucus distichus, balanus glandula, balanus nubilus, blue mussels, magallana gigas, lottia persona",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,12,2023-06-02,11:09:00,123,0,5,0,could only measure 4 limpets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,4,2023-06-02,N/A,30,0,10,3,,"crab (2), clam",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,TA-4-4,12,2023-06-02,12:50:00,21,0,1,2,,yellow shore crab (2),0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-4,15,2023-06-02,12:37:00,50,0,5,0,"lottia persona, littorina spp., blue mussels, balamus spp. (glandula + nubilus, fucus distichus, ulva spp",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-5,15,2023-06-02,12:03:00,72,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-5,1,2023-06-02,12:10:00,20,0,19,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-2,3,2023-06-06,15:18:00,1,0,8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-2,20,2023-06-06,15:02:00,5,0,22,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-4,2,2023-06-06,14:12:00,3,0,55,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-4,17,2023-06-06,13:41:00,21,0,12,7,,"shore crab (5), isopod (1), black & white crab (1)",0,0,0,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-5,15,2023-06-06,13:59:00,14,0,5,11,,green shore crab (11),0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-5,24,2023-06-06,13:40:00,6,0,6,8,,"green shore crab (7), hermit crab (1)",0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,7,2023-06-06,14:45:00,3,0,12,4,,green shore crab (4),0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,19,2023-06-06,14:35:00,4,0,0,1,,oyster (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,TA-2-2,15,2023-06-07,14:52:00,58,0,0,0,glass,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-2,12,2023-06-07,15:05:00,396,0,0,3,,isopod(3),0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-3,12,2023-06-07,15:19:00,48,0,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-3,8,2023-06-07,N/A,116,0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-5,14,2023-06-07,14:45:00,0,0,10,1,,oyster (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,TA-2-5,2,2023-06-07,14:59:00,0,0,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-8,24,2023-06-07,14:03:00,0,0,14,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-8,14,2023-06-07,14:19:00,0,0,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-2,5,2023-06-30,09:29:00,0,2,44,2,,aquatic worm (2),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-2,15,2023-06-30,09:54:00,0,0,16,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-3,5,2023-06-30,10:22:00,0,0,207,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-3,24,2023-06-30,10:52:00,0,0,120,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-4,30,2023-06-30,10:23:00,11,0,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-4,6,2023-06-30,10:38:00,1,0,21,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-7,6,2023-06-30,09:47:00,5,0,40,1,,purple shore crab (1),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-7,14,2023-06-30,09:27:00,17,0,18,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
