Site_TA,Site_transect,Transect_Point_M,Quadrat_Number_Q,Photo_ID,Date,Surveyors,Start_Time,End_Time,Total_Cover,Algae_Cover,Invertebrates_Cover,Algae_Count,Algae_ID,Algae_BAR,Algae_GAC,Algae_GAM,Algae_RAS,Algae_GAU,Algae_RAF,Algae_BASC,Algae_BAE,Algae_RAI,Algae_BAW,Algae_RATT,Algae_RAP,Sessile_Invertebrates_Count_Above,Sessile_Above_ID,Sessile_Above_BVM,Sessile_Above_Barnacle,Sessile_Above_BA,Sessile_Above_BT,Sessile_Above_BVL,Sessile_Above_LI,Sessile_Above_BCO,Sessile_Above_BVV,Sessile_Invertebrates_Count_Below,Sessile_Below_ID,Sessile_Below_LI,Sessile_Below_BVM,Sessile_Below_BA,Sessile_Below_AA,Sessile_Below_BT,Sessile_Below_BCO,Mobile_Invertebrates_Count_Above,Mobile_Above_ID,Mobile_Above_WM,Mobile_Above_SL,Mobile_Above_shrimp,Mobile_Above_seastar,Mobile_Above_CRH,Mobile_Above_CRI,Mobile_Above_CRP,Mobile_Above_Fly,Mobile_Invertebrates_Count_Below,Mobile_Below_ID,Mobile_Below_WM,Mobile_Below_CRH,Mobile_Below_CRP,Mobile_Below_CRI,Mobile_Below_seastar,Mobile_Below_Insect,All_Invertebrates_Above_Below,Comments_Quadrat,Number_of_Rocks,Number_of_Rocks_Flipped,Rocks_Comments
6,TA-6-3,25,4,TA-6-T3-M25-Q4,2024-02-09,"A,J",10:23,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,All sand,0,0,
6,TA-6-3,24,3,TA-6-T3-M24-Q3,2024-02-09,"A,J",10:23,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,All sand,0,0,
6,TA-6-3,17,2,TA-6-T3-M17-Q2,2024-02-09,"A,J",10:20,N/A,70,100,0,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1,CRI,0,0,0,1,0,0,1,Quadrat half under water,3,2,
6,TA-6-3,14,3,TA-6-T3-M14-Q3,2024-02-09,"A,J",10:18,N/A,95,100,0,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,,0,0,
6,TA-6-3,7,2,TA-6-T3-M7-Q2,2024-02-09,"A,J",10:17,N/A,90,100,0,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,,0,0,
6,TA-6-3,2,1,TA-6-T3-M2-Q1,2024-02-09,"A,J",10:15,N/A,100,100,0,2,"RAI, GAM",0,0,1,0,0,0,0,0,1,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,Quadrat half under rock shelf,0,0,
6,TA-6-4,7,2,TA-6-T4-M7-Q2,2024-02-09,"A,J",9:54,N/A,90,100,0,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,,0,0,
6,TA-6-4,10,4,TA-6-T4-M10-Q4,2024-02-09,"A,J",9:56,N/A,80,80,20,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,,0,0,
6,TA-6-4,11,1,TA-6-T4-M11-Q1,2024-02-09,"A,J",9:58,N/A,70,80,20,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,2,"BA, LI",0,0,1,0,0,1,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,2,,0,0,
6,TA-6-4,15,1,TA-6-T4-M15-Q1,2024-02-09,"A,J",10:01,N/A,90,100,0,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,,0,0,
6,TA-6-4,27,2,TA-6-T4-M27-Q2,2024-02-09,"A,J",10:03,N/A,20,40,60,1,BAR,1,0,0,0,0,0,0,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,,1,1,
6,TA-6-4,30,1,TA-6-T4-M30-Q1,2024-02-09,"A,J",10:05,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,Rocks and sand,0,0, 
6,TA-6-5,2,3,TA-6-T5-M2-Q3,2024-02-09,"A,J",9:28,N/A,60,90,10,2,"GAM, RAI",0,0,1,0,0,0,0,0,1,0,0,0,1,BA,0,0,1,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,N/A,0,0,0,0,0,0,0,0,2,"CRH, CRP",0,1,1,0,0,0,3,"BCO shell present, a little water",1,1,
6,TA-6-5,3,2,TA-6-T5-M3-Q2,2024-02-09,"A,J",9:33,N/A,80,100,0,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,,0,0,
6,TA-6-5,8,3,TA-6-T5-M8-Q3,2024-02-09,"A,J",9:35,N/A,90,100,0,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,,0,0,
6,TA-6-5,11,2,TA-6-T5-M11-Q2,2024-02-09,"A,J",9:37,N/A,80,100,0,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,,0,0,
6,TA-6-5,19,2,TA-6-T5-M19-Q2,2024-02-09,"A,J",9:39,N/A,80,90,10,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,0,1,AA,0,0,0,1,0,0,0,N/A,0,0,0,0,0,0,0,0,1,CRI,0,0,0,1,0,0,3,,4,2,Flipped the two largest rocks
6,TA-6-5,24,4,TA-6-T5-M24-Q4,2024-02-09,"A,J",9:42,N/A,100,100,0,2,"GAC, GAM",0,1,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,,0,0,
6,TA-6-7,1,3,TA-6-T7-M1-Q3,2024-02-09,"A,J",10:50,N/A,100,80,10,4,"GAC, GAM, RAF, RATT",0,1,1,0,0,1,0,0,0,0,1,0,1,BA,0,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,EL,0,0,0,1,0,0,0,0,0,N/A,0,0,0,0,0,0,2,On a boulder,0,0,Rocks too big to flip
6,TA-6-7,6,1,TA-6-T7-M6-Q1,2024-02-09,"A,J",10:54,N/A,70,10,90,2,"BAR, RAS",1,0,0,1,0,0,0,0,0,0,0,0,1,BT,0,0,0,1,0,0,0,0,0,N/A,0,0,0,0,0,0,1,WM,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,2,Boulder field,0,0,Rocks too big to flip
6,TA-6-7,7,2,TA-6-T7-M7-Q2,2024-02-09,"A,J",11:01,N/A,80,10,90,3,"RAI, GAC, GAM",0,1,1,0,0,0,0,0,1,0,0,0,1,BT,0,0,0,1,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1,EO,0,0,0,0,1,0,2,Boulder,0,0,Saw sea star in crack between boulders
6,TA-6-7,15,4,TA-6-T7-M15-Q4,2024-02-09,"A,J",11:06,N/A,10,100,0,1,BAR,1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,Sand/dirt,0,0,
1,TA-1-8,2,1,TA-1-T8-M2-Q1,2024-02-07,"A,J",10:43,N/A,60,10,90,1,GAC,0,1,0,0,0,0,0,0,0,0,0,0,5,"BVM, BT, BA, BCO, LI",1,0,1,1,0,1,1,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,5,,0,0,
1,TA-1-8,4,4,TA-1-T8-M4-Q4,2024-02-07,"A,J",10:45,N/A,70,5,95,2,"GAC, BAR",1,1,0,0,0,0,0,0,0,0,0,0,3,"LI, BA, BVM",1,0,1,0,0,1,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,3,,1,0,Big rock
1,TA-1-8,5,3,TA-1-T8-M5-Q3,2024-02-07,"A,J",10:47,N/A,70,30,70,2,"BAR, GAC",1,1,0,0,0,0,0,0,0,0,0,0,2,"BVM, BT",1,0,0,1,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,2,,2,0,Big rocks stuck in the ground
1,TA-1-8,15,2,TA-1-T8-M15-Q2,2024-02-07,"A,J",10:50,N/A,70,20,80,1,RAS,0,0,0,1,0,0,0,0,0,0,0,0,3,"LI, BT, BVM",1,0,0,1,0,1,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,3,,2,0,Too heavy and stuck in ground
1,TA-1-8,27,4,TA-1-T8-M27-Q4,2024-02-07,"A,J",10:54,N/A,70,30,70,3,"RATT, BAR, RAS",1,0,0,1,0,0,0,0,0,0,1,0,2,"LI, BA",0,0,1,0,0,1,0,0,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,3,,0,0,
1,TA-1-8,30,3,TA-1-T8-M30-Q3,2024-02-07,"A,J",10:57,N/A,80,100,0,2,"GAC, GAM",0,1,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,Rock face,0,0,
1,TA-1-7,3,3,TA-1-T7-M3-Q3,2024-02-07,"A,J",11:05,N/A,40,30,70,1,BAR,1,0,0,0,0,0,0,0,0,0,0,0,2,"BA, BVM",1,0,1,0,0,0,0,0,1,LI,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,3,,3,2,
1,TA-1-7,4,4,TA-1-T7-M4-Q4,2024-02-07,"A,J",11:07,N/A,50,50,50,1,BAR,1,0,0,0,0,0,0,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,,1,1,
1,TA-1-7,5,2,TA-1-T7-M5-Q2,2024-02-07,"A,J",11:09,N/A,40,40,60,3,"BAR, GAC, RATT",1,1,0,0,0,0,0,0,0,0,1,0,2,"BVM, BA",1,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,2,,2,0,Too big to flip
1,TA-1-7,8,3,TA-1-T7-M8-Q3,2024-02-07,"A,J",11:11,N/A,80,30,70,3,"BAR, GAC, RAS",1,1,0,1,0,0,0,0,0,0,0,0,3,"BCO, BA, BVM",1,0,1,0,0,0,1,0,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,4,,0,0,
1,TA-1-7,20,1,TA-1-T7-M20-Q1,2024-02-07,"A,J",11:15,N/A,90,70,30,2,"BAR, GAC",1,1,0,0,0,0,0,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,2,,0,0,
1,TA-1-7,23,2,TA-1-T7-M23-Q2,2024-02-07,"A,J",11:17,N/A,40,70,30,3,"BAR, GAM, GAC",1,1,1,0,0,0,0,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,0,2,"LI, BVM",1,1,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,2,"WM, CRI",1,0,0,1,0,0,6,,1,1,
1,TA-1-2,6,1,TA-1-T2-M6-Q1,2024-02-08,"A,J",11:00,N/A,100,80,20,2,"GAM, GAC",0,1,1,0,0,0,0,0,0,0,0,0,2,"BA, BT",0,0,1,1,0,0,0,0,0,N/A,0,0,0,0,0,0,1,Fly,0,0,0,0,0,0,0,1,0,N/A,0,0,0,0,0,0,3,On a big rock,0,0,
1,TA-1-2,11,2,TA-1-T2-M11-Q2,2024-02-08,"A,J",N/A,N/A,100,60,40,2,"GAM, GAC",0,1,1,0,0,0,0,0,0,0,0,0,3,"BA, BT, BVM",1,0,1,1,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,3,On a big rock,0,0,
1,TA-1-2,15,1,TA-1-T2-M15-Q1,2024-02-08,"A,J",11:03,N/A,80,20,80,2,"BAR, GAC",1,1,0,0,0,0,0,0,0,0,0,0,3,"BVM, BA, BT",1,0,1,1,0,0,0,0,0,N/A,0,0,0,0,0,0,2,"CRH, SL",0,1,0,0,1,0,0,0,0,N/A,0,0,0,0,0,0,5,Big rock in the water,0,0,
1,TA-1-2,21,3,TA-1-T2-M21-Q3,2024-02-08,"A,J",11:05,N/A,100,70,30,2,"GAC, GAM",0,1,1,0,0,0,0,0,0,0,0,0,2,"BA, BT",0,0,1,1,0,0,0,0,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,3,,0,0,
1,TA-1-2,22,2,TA-1-T2-M22-Q2,2024-02-08,"A,J",11:09,N/A,70,90,10,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,2,"BA, BT",0,0,1,1,0,0,0,0,0,N/A,0,0,0,0,0,0,2,"CRI, SL",0,1,0,0,0,1,0,0,0,N/A,0,0,0,0,0,0,4,Slight pool filled with shells,0,0,
1,TA-1-2,25,4,TA-1-T2-M25-Q4,2024-02-08,"A,J",11:11,N/A,70,100,0,3,"GAC, GAM, RAF",0,1,1,0,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,Under the water,0,0,
1,TA-1-4,1,4,TA-1-T4-M1-Q4,2024-02-08,"A,J",11:18,N/A,60,30,70,2,"GAM, RAF",0,0,1,0,0,1,0,0,0,0,0,0,3,"BA, BT, BVM",1,0,1,1,0,0,0,0,2,"BVM, BCO",0,1,0,0,0,1,1,WM,1,0,0,0,0,0,0,0,1,CRP,0,0,1,0,0,0,7,,1,1,
1,TA-1-4,13,1,TA-1-T4-M13-Q1,2024-02-08,"A,J",11:23,N/A,80,50,50,2,"BAR, GAC",1,1,0,0,0,0,0,0,0,0,0,0,5,"BCO, LI, BA, BT, BVM",1,0,1,1,0,1,1,0,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,6,"On rock, Limpet was living on Oyster",0,0,
1,TA-1-4,14,1,TA-1-T4-M14-Q1,2024-02-08,"A,J",11:25,N/A,10,10,90,1,RAS,0,0,0,1,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,2,"BA, BT",0,0,1,0,1,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,2,Shells on rock face,1,1,
1,TA-1-4,20,1,TA-1-T4-M20-Q1,2024-02-08,"A,J",11:28,N/A,80,30,70,2,"BAR, RAS",1,0,0,1,0,0,0,0,0,0,0,0,5,"BA, BT, BVM, LI, BCO",1,0,1,1,0,1,1,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,5,Big rocks,2,0,Big rocks
1,TA-1-4,26,4,TA-1-T4-M26-Q4,2024-02-08,"M,D",11:30,N/A,50,45,10,2,"BAR, GAM",1,0,1,0,0,0,0,0,0,0,0,0,2,"BVM, BVV",1,0,0,0,0,0,0,1,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1,CRP,0,0,1,0,0,0,3,,1,1,
1,TA-1-4,28,4,TA-1-T4-M28-Q4,2024-02-08,"M,D",11:33,N/A,25,5,10,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,2,"BVM, BA",1,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,2,,0,0,
4,TA-4-1,4,3,TA-4-T1-M4-Q3,2024-02-08,"A,J",8:23,N/A,4,10,90,2,"GAC, BAR",1,1,0,0,0,0,0,0,0,0,0,0,2,"BA, BVM",1,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,Fly,0,0,0,0,0,0,0,1,0,N/A,0,0,0,0,0,0,3,"Variety of medium rocks, sand, and water",3,0,Too heavy to flip rocks
4,TA-4-1,13,1,TA-4-T1-M13-Q1,2024-02-08,"A,J",8:27,N/A,35,40,60,1,RAS,0,0,0,1,0,0,0,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,Big rocks and sand,0,0, 
4,TA-4-1,16,3,TA-4-T1-M16-Q3,2024-02-08,"A,J",8:30,N/A,70,50,50,3,"BAR, RATT, RAS",1,0,0,1,0,0,0,0,0,0,1,0,2,"BA, LI",0,0,1,0,0,1,0,0,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,3,"BA baby and adults, Too heavy to flip rocks",1,0,
4,TA-4-1,19,1,TA-4-T1-M19-Q1,2024-02-08,"A,J",8:34,N/A,50,30,70,2,"RAI, RAS",0,0,0,1,0,0,0,0,1,0,0,0,1,BA,0,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,Fly,0,0,0,0,0,0,0,1,0,N/A,0,0,0,0,0,0,2,,0,0,
4,TA-4-1,21,4,TA-4-T1-M21-Q4,2024-02-08,"A,J",8:37,N/A,60,20,80,4,"BAR, RAS, RAI, GAM",1,0,1,1,0,0,0,0,1,0,0,0,4,"LI, BA, BT, BVM",1,0,1,1,0,1,0,0,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,5,,1,1,Nothing under rock
4,TA-4-1,27,3,TA-4-T1-M27-Q3,2024-02-08,"A,J",8:40,N/A,70,90,10,3,"GAC, GAM, BAW",0,1,1,0,0,0,0,0,0,1,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,CRH,0,0,0,0,1,0,0,0,0,N/A,0,0,0,0,0,0,1,"Slightly under water, on rock face",0,0,
4,TA-4-2,3,4,TA-4-T2-M3-Q4,2024-02-08,"A,J",8:52,N/A,90,20,80,2,"GAC, RAI",0,1,0,0,0,0,0,0,1,0,0,0,4,"BVM, BA, BT, LI",1,0,1,1,0,1,0,0,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,5,Big boulder,0,0,
4,TA-4-2,10,4,TA-4-T2-M10-Q4,2024-02-08,"A,J",9:01,N/A,95,40,60,3,"BAR, RATT, RAS",1,0,0,1,0,0,0,0,0,0,1,0,2,"BA, BVM",1,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,3,On big rock,0,0,
4,TA-4-2,12,2,TA-4-T2-M12-Q2,2024-02-08,"A,J",8:57,N/A,60,50,60,3,"BAR, RATT, RAS",1,0,0,1,0,0,0,0,0,0,1,0,2,"BVM, BA",1,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,CRH,0,0,0,0,1,0,0,0,0,N/A,0,0,0,0,0,0,3,Under deepish water,0,0,
4,TA-4-2,17,3,TA-4-T2-M17-Q3,2024-02-08,"A,J",9:05,N/A,70,60,40,3,"BAR, RAS, GAC",1,1,0,1,0,0,0,0,0,0,0,0,3,"BVM, LI, BA",1,0,1,0,0,1,0,0,0,N/A,0,0,0,0,0,0,1,CRH,0,0,0,0,1,0,0,0,0,N/A,0,0,0,0,0,0,4,"Half under water, Lots of hermit crabs above the rocks",0,0,
4,TA-4-2,21,2,TA-4-T2-M21-Q2,2024-02-08,"A,J",9:10,N/A,70,40,60,3,"BAR, GAC, RAS",1,1,0,1,0,0,0,0,0,0,0,0,4,"BVM, BA, LI, BVV",1,0,1,0,0,1,0,1,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,5,Big rock,0,0,
4,TA-4-2,25,4,TA-4-T2-M25-Q4,2024-02-08,"A,J",9:13,N/A,20,50,50,1,GAC,0,1,0,0,0,0,0,0,0,0,0,0,3,"BVL, BVM, BA",1,0,1,0,1,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,3,,0,0,
4,TA-4-4,2,1,TA-4-T4-M2-Q1,2024-02-08,"A,J",9:25,N/A,90,60,40,3,"GAM, BAW, GAC",0,1,1,0,0,0,0,0,0,1,0,0,2,"BA, LI",0,0,1,0,0,1,0,0,0,N/A,0,0,0,0,0,0,1,Fly,0,0,0,0,0,0,0,1,0,N/A,0,0,0,0,0,0,3,Some water,0,0,
4,TA-4-4,12,1,TA-4-T4-M12-Q1,2024-02-08,"A,J",9:29,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,"Sand, shells, water, nothing",0,0,
4,TA-4-4,18,3,TA-4-T4-M18-Q3,2024-02-08,"A,J",9:30,N/A,20,80,20,3,"GAC, BAR, BAW",1,1,0,0,0,0,0,0,0,1,0,0,1,BVM,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,SL,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,2,Some water,0,0,
4,TA-4-4,22,1,TA-4-T4-M22-Q1,2024-02-08,"A,J",9:35,N/A,2,0,100,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,Sand,0,0,
4,TA-4-4,26,4,TA-4-T4-M26-Q4,2024-02-08,"A,J",9:36,N/A,5,50,50,1,BAR,1,0,0,0,0,0,0,0,0,0,0,0,1,BVM,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1,CRP,0,0,1,0,0,0,1,Sand,0,0,
4,TA-4-4,28,3,TA-4-T4-M28-Q3,2024-02-08,"A,J",9:38,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,Sand,0,0,
4,TA-4-8,7,2,TA-4-T8-M7-Q2,2024-02-08,"A,J",9:55,N/A,70,90,10,2,"RAF, GAM",0,0,1,0,0,1,0,0,0,0,0,0,1,BA,0,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,1,,0,0,
4,TA-4-8,8,1,TA-4-T8-M8-Q1,2024-02-08,"A,J",9:57,N/A,100,100,0,1,GAM,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,Too much GAM on big rock face,0,0,
4,TA-4-8,13,3,TA-4-T8-M13-Q3,2024-02-08,"A,J",9:58,N/A,100,100,0,2,"GAM, RAF",0,0,1,0,0,1,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,Mostly GAM,0,0,
4,TA-4-8,23,1,TA-4-T8-M23-Q1,2024-02-08,"A,J",10:01,N/A,50,50,50,1,BAR,1,0,0,0,0,0,0,0,0,0,0,0,2,"BA, BVM",1,0,1,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,2,"Half of a large rock, Half sand, BVM (under rock shelf)",0,0,
4,TA-4-8,25,3,TA-4-T8-M25-Q3,2024-02-08,"A,J",10:03,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,Sand - get into it,0,0,
4,TA-4-8,26,2,TA-4-T8-M26-Q2,2024-02-08,"A,J",10:04,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,Sand,0,0,